Started Log File:     logs/MMTK 2021-05-31 11-18-14-MOCK.txt
Data Source:     MOCK

1	0.2014401	0.1	0.50432026	1	0	1	1	1	12.256906	0	0	0	0	1	
1	0.56778115	0.2	1.5033433	2	0	1	1	1	11.870889	0	0	0	0	1	
1	0.9250391	0.4	2.3751173	4	0	1	1	1	11.919989	0	0	0	0	1	
1	1.6342402	0.70000005	4.2027206	7	0	1	1	1	11.870776	0	0	0	0	1	
1	1.8916826	1.0000001	4.675048	10	0	1	0	1	11.928835	1	1	1	1	0	
1	2.3197458	1.2000002	5.7592373	12	0	1	0	1	11.87189	1	1	1	1	0	
1	2.5908709	1.5000002	6.2726126	15	0	1	0	1	12.102092	1	1	1	1	0	
1	3.0262852	1.7000003	7.378855	17	0	1	0	1	11.703941	1	1	1	1	0	
1	3.3152323	1.8000003	8.145697	18	0	1	0	1	12.1837225	1	1	1	1	0	
1	3.526325	1.9000003	8.678974	19	0	1	0	1	11.649035	1	1	1	1	0	
1	3.7460701	2.0000002	9.238211	20	0	0	0	1	11.973088	1	1	1	0	0	
1	4.567981	2.3999999	11.303943	24	0	0	0	1	12.495866	1	1	1	0	0	
1	5.144074	2.5999997	12.832223	26	0	0	0	1	12.3931675	1	1	1	0	0	
1	5.1804247	2.6999996	12.841274	27	0	0	0	1	11.656336	1	1	1	0	0	
1	5.6009774	2.8999994	13.902934	29	0	0	0	1	12.173695	1	1	1	0	0	
1	5.9521127	2.9999993	14.8563385	30	0	0	0	1	12.373407	1	1	1	0	0	
1	6.023224	3.0999992	14.969673	31	0	1	1	1	12.4892	0	0	1	0	0	
1	6.1607566	3.199999	15.2822695	32	0	1	1	1	11.771583	0	0	1	0	0	
1	6.5741973	3.399999	16.322592	34	0	1	1	1	12.184302	0	0	1	0	0	
1	7.1006255	3.6999986	17.601877	37	0	1	1	1	11.88166	0	0	1	0	0	
1	7.3362465	3.7999985	18.20874	38	0	1	1	1	11.947796	0	0	1	0	0	
1	7.611706	3.8999984	18.93512	39	0	1	1	1	11.9156	0	0	1	0	0	
1	8.165849	4.0999985	20.397547	41	0	0	1	1	12.225783	0	0	0	1	1	
1	9.509529	4.599998	23.928589	46	0	0	1	1	11.72115	0	0	0	1	1	
1	10.589372	4.9999976	26.768116	50	0	0	1	1	11.956492	0	0	0	1	1	
1	10.779079	5.0999975	27.23724	51	1	1	1	0	12.196869	1	1	0	0	0	
1	11.097785	5.399997	27.893356	54	1	1	1	0	12.321366	1	1	0	0	0	
1	11.3833885	5.599997	28.550169	56	1	1	1	0	11.647406	1	1	0	0	0	
1	12.391864	5.9999967	31.175594	60	1	1	1	0	11.648102	1	1	0	0	0	
1	12.734254	6.1999965	32.002766	62	1	1	0	1	12.246315	1	0	1	1	1	
1	12.906226	6.2999964	32.418682	63	1	1	0	1	11.98091	1	0	1	1	1	
1	13.366622	6.499996	33.59987	65	1	1	0	1	11.789944	1	0	1	1	1	
1	13.611182	6.599996	34.23355	66	1	1	0	1	12.458303	1	0	1	1	1	
1	14.057012	6.799996	35.37104	68	1	1	0	1	11.982838	1	0	1	1	1	
1	14.610379	6.9999957	36.831142	70	1	1	0	1	11.923456	1	0	1	1	1	
1	14.85809	7.1999955	37.374275	72	1	0	1	1	12.4608135	1	1	0	1	0	
1	15.42681	7.499995	38.780434	75	1	0	1	1	11.826316	1	1	0	1	0	
1	15.498687	7.599995	38.896065	76	1	0	1	1	12.167318	1	1	0	1	0	
1	16.308783	7.899995	41.026352	79	1	0	1	1	12.39102	1	1	0	1	0	
1	16.484861	7.9999948	41.45459	80	1	0	1	1	11.559902	1	1	0	1	0	
1	18.15615	8.599997	45.868458	86	1	0	0	1	12.182194	1	0	0	1	0	
1	18.73503	8.799997	47.40509	88	1	0	0	1	11.502329	1	0	0	1	0	
1	18.980694	8.899998	48.042084	89	1	0	0	1	12.333628	1	0	0	1	0	
1	19.076822	8.999998	48.230473	90	1	0	0	1	12.175243	1	0	0	1	0	
1	19.829275	9.299999	50.187824	93	1	1	1	0	11.679535	0	0	0	1	1	
1	19.89696	9.4	50.290882	94	1	1	1	0	11.666687	0	0	0	1	1	
1	20.035048	9.5	50.605145	95	1	1	1	0	12.368685	0	0	0	1	1	
1	20.484802	9.700001	51.754406	97	1	1	1	0	12.046571	0	0	0	1	1	
1	20.606985	9.800001	52.02095	98	1	1	1	0	11.532405	0	0	0	1	1	
1	20.75005	9.900002	52.350147	99	1	1	1	0	12.189066	0	0	0	1	1	
1	21.271685	10.200003	53.61505	102	5	1	1	1	12.304237	1	0	0	0	1	
1	21.97029	10.500004	55.410862	105	5	1	1	1	11.9238615	1	0	0	0	1	
1	22.052994	10.600004	55.558975	106	5	1	1	1	11.5152445	1	0	0	0	1	
1	22.49764	10.900005	56.59292	109	5	1	1	1	11.9277525	1	0	0	0	1	
1	22.673935	11.000006	57.021797	110	5	0	1	0	12.446893	1	0	1	1	0	
1	23.075798	11.2000065	58.02739	112	5	0	1	0	11.753172	1	0	1	1	0	
1	23.200548	11.300007	58.30164	113	5	0	1	0	11.901726	1	0	1	1	0	
1	23.483706	11.400007	59.05111	114	5	0	1	0	11.551097	1	0	1	1	0	
1	23.694916	11.500008	59.584736	115	5	0	1	0	11.820354	1	0	1	1	0	
1	24.01798	11.700008	60.353928	117	5	0	1	0	12.037298	1	0	1	1	0	
1	25.075363	12.10001	63.12608	121	5	1	1	0	12.421998	1	0	0	1	1	
1	25.667747	12.300011	64.70323	123	5	1	1	0	12.204276	1	0	0	1	1	
1	26.51473	12.700012	66.84418	127	5	1	1	0	12.360315	1	0	0	1	1	
1	27.433886	13.000013	69.30164	130	5	1	0	1	12.2913885	1	0	0	0	0	
1	27.884811	13.200014	70.45442	132	5	1	0	1	11.836038	1	0	0	0	0	
1	28.334084	13.400015	71.602234	134	5	1	0	1	11.65747	1	0	0	0	0	
1	28.990997	13.600016	73.37298	136	5	1	0	1	12.213941	1	0	0	0	0	
1	29.10642	13.700016	73.61925	137	5	1	0	1	11.866237	1	0	0	0	0	
1	29.405912	13.800016	74.41772	138	5	1	0	1	11.507157	1	0	0	0	0	
1	29.831839	14.000017	75.4955	140	5	1	1	1	12.402411	0	0	1	1	1	
1	30.081879	14.100018	76.145615	141	5	1	1	1	11.656393	0	0	1	1	1	
1	30.42537	14.200018	77.07609	142	5	1	1	1	12.242842	0	0	1	1	1	
1	30.6607	14.300018	77.68208	143	5	1	1	1	11.644795	0	0	1	1	1	
1	30.751402	14.400019	77.85419	144	5	1	1	1	12.221262	0	0	1	1	1	
1	31.053228	14.500019	78.65966	145	5	1	1	1	12.248409	0	0	1	1	1	
1	32.153122	15.000021	81.45934	150	3	1	0	1	11.974071	1	0	1	0	0	
1	32.2656	15.100021	81.69678	151	3	1	0	1	11.7646	1	0	1	0	0	
1	32.495865	15.300022	82.18757	153	3	1	0	1	12.398497	1	0	1	0	0	
1	32.533512	15.4000225	82.200516	154	3	1	0	1	12.439227	1	0	1	0	0	
1	32.915226	15.600023	83.14565	156	3	1	0	1	11.95997	1	0	1	0	0	
1	33.198975	15.700024	83.896904	157	3	1	0	1	12.187414	1	0	1	0	0	
1	33.80386	16.100025	85.31155	161	3	1	1	1	11.634096	1	1	1	0	0	
1	34.36755	16.500027	86.602615	165	3	1	1	1	12.109704	1	1	1	0	0	
1	34.83276	16.700027	87.79825	167	3	1	1	1	11.828866	1	1	1	0	0	
1	35.554554	17.20003	89.46363	172	3	1	1	1	12.377264	1	0	0	1	0	
1	35.619427	17.30003	89.55825	173	3	1	1	1	11.86854	1	0	0	1	0	
1	35.951252	17.40003	90.45372	174	3	1	1	1	11.589899	1	0	0	1	0	
1	36.107296	17.50003	90.82185	175	3	1	1	1	11.722603	1	0	0	1	0	
1	36.41364	17.60003	91.64089	176	3	1	1	1	12.142465	1	0	0	1	0	
1	36.754093	17.700031	92.562256	177	3	1	1	1	11.803801	1	0	0	1	0	
1	37.119698	17.800032	93.55906	178	3	1	1	1	11.677161	1	0	0	1	0	
1	37.395542	17.900032	94.28659	179	3	1	1	1	12.29355	1	0	0	1	0	
1	37.695675	18.000032	95.087	180	3	1	1	1	12.379039	1	0	0	0	0	
1	38.21253	18.400034	96.23756	184	3	1	1	1	11.542904	1	0	0	0	0	
1	38.3313	18.500034	96.493866	185	3	1	1	1	12.307302	1	0	0	0	0	
1	38.67287	18.600035	97.41857	186	3	1	1	1	11.763113	1	0	0	0	0	
1	38.742435	18.700035	97.527275	187	3	1	1	1	11.636609	1	0	0	0	0	
1	39.35394	19.100037	98.96178	191	3	1	1	1	12.180699	1	0	1	0	1	
1	39.59309	19.200037	99.57923	192	3	1	1	1	12.0219555	1	0	1	0	1	
1	39.929672	19.300037	100.48898	193	3	1	1	1	11.988487	1	0	1	0	1	
1	40.22383	19.500038	101.171455	195	3	1	1	1	12.298876	1	0	1	0	1	
1	40.37505	19.600039	101.525116	196	3	1	1	1	12.301029	1	0	1	0	1	
